formatted_name,name,packing_quantity,loose_quantity,fc_id,uuid,distributor_name,order_id,distributor_id,drug_variation_id,medlife_product_id,order_date,mrp,product_code
Zinetac 150 mg (strip of 30 tablets),Zinetac,30,30,1,8ce8aa625c664725b5282c37b746b756,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,168778,ZINETTN02A,2021-01-12 15:03:51+00,0.7540,Feb 26th Ord 233
Zinetac 300 MG (strip of 10 tablets),Zinetac,10,10,1,eded9951d8304a54b32ef8674c8ac97c,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,168797,ZINETTN03A,2021-01-12 15:03:51+00,1.7700,tempcode_25-11-2020_159
Durex Kohinoor Meetha Paan Condoms (pack of 10),Durex Kohinoor Meetha Paan Condoms,10,10,1,6cbb392f37fb41408a3c888b351bd0e2,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,154027,DUREXCP42A,2021-01-12 15:03:51+00,9.0000,tempcode-9-1-2021_245
Invigra Chocolate Flavoured Condom (pack of 12),Invigra Chocolate Flavoured Condom,12,12,1,b149087d171a4ae1870aef664d4b0f33,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,156532,INVIGCP21A,2021-01-12 15:03:51+00,8.3333,tempcode-7-1-2021_88
Kama Sutra Chocolate Condom (pack of 3),Kama Sutra Chocolate Condom,3,3,1,c35398474c9142ebb09cb1168a02ab68,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,167816,KAMASCC32A,2021-01-12 15:03:51+00,8.3333,June 4t Ord 182
Moods Choco Condom (pack of 12),Moods Choco Condom,12,12,1,697e4e4fc298497dabdb5b2f67447807,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,168229,MOODSCC11A,2021-01-12 15:03:51+00,8.3333,tempcode-7-1-2021_63
Nottyboy Super Slim Kinkywinky Condom (pack of 10),Nottyboy Super Slim Kinkywinky Condom,10,10,1,69bb0fd4933842aa9dc3e1b73897e447,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,179572,NOTTYCP03A,2021-01-12 15:03:51+00,18.0000,tempcode-7-1-2021_87
Ketof Dt 10mg (strip of 10 tablets),Ketof Dt,10,10,1,064cd6ccbee84fb08a69e05847d4cbae,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,165097,,2021-01-12 15:03:51+00,6.0000,tempcode-9-1-2021_657
Arborium Plus 300 ML liquid,Arborium Plus,1,1,1,3f1e174699de4d0c8e2f1d68745377c2,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,176560,ARBORLB01A,2021-01-12 15:03:51+00,450.0000,tempcode-9-1-2021_248
Opsion HA 5 ml (box of 1 eye drops),Opsion HA,1,1,1,8d7085f4f6504259a3c2957b3ddffab8,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,103251,OPSIOEB01A,2021-01-12 15:03:51+00,247.0501,tempcode-9-1-2021_444
Opsion HA 10 ml (box of 1 eye drops),Opsion HA,1,1,1,78d03927ce60476bad912b42d4541db9,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,110651,OPSIOEB02A,2021-01-12 15:03:51+00,477.6300,171027
Eno Mosambi 5gm powder,Eno Mosambi,1,1,1,caf1a88a281041dcaf3db41b5e259107,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,168179,ENOMAPS01A,2021-01-12 15:03:51+00,8.0000,tempcode-9-1-2021_153
Boxyclav 625 mg (strip of 10 tablets),Boxyclav,10,10,1,ab5582b4526b4fb7bb41324bc46a13e1,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,99582,,2021-01-12 15:03:51+00,15.9000,tempcode-9-1-2021_667
Ascodex Sf 100ml (bottle of 1 expectorant),Ascodex Sf,1,1,1,b7428ff10a1640df8625c24bc6ff2e9a,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,147956,,2021-01-12 15:03:51+00,61.0000,tempcode-9-1-2021_272
Lipikind 40 mg (strip of 10 tablets),Lipikind,10.0,10,1,7adfd81f65154d2ebf0e726277755177,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,80661,LIPIKTN03A,2021-01-12 15:03:51+00,10.4620,I03444
Mupact ointment 2% 5 gm (box of 1 ointment),Mupact ointment 2%,1,1,1,c0b1f36a6b42429582600e9260a21644,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,102255,MUPACOT01A,2021-01-12 15:03:51+00,106.0000,I02662
Humollient Llp 400ml (bottle of 1 lotion),Humollient Llp,1,1,1,7294d6cea55f42eda6234be68b24164f,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,175667,,2021-01-12 15:03:51+00,330.0000,tempcode-9-1-2021_817
Benuvo (strip of 10 tablets),Benuvo,10,10,1,c25c896432f840938815a310e756440d,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,103835,BENUVTS01A,2021-01-12 15:03:51+00,14.0000,tempcode-9-1-2021_739
Otocap (strip of 10 capsules),Otocap,10,10,1,76fbcf267ec24294b4b1a0c3f5350d70,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,185600,OTOCACS01A,2021-01-12 15:03:51+00,21.8700,tempcode-9-1-2021_669
Arbitel H 80 mg (strip of 10 tablets),Arbitel H,10,10,1,964e8a85e06a468ab29a4d24eadf3453,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,94900,ARBITTN13A,2021-01-12 15:03:51+00,20.8000,111113
Cotton Ear Buds Tulip ear buds (pack of 200),Cotton Ear Buds Tulip,200,200,1,75f8e8d72f6449d7b90f0dd9f7d272e5,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,154030,COTTOEB01A,2021-01-12 15:03:51+00,0.3500,tempcode-7-1-2021_97
Metagard 20 mg (strip of 10 tablets),Metagard,10.0,10,1,45630b52d1834afd8b12824866666b19,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,23500,METAGTN01A,2021-01-12 15:03:51+00,8.1000,6026
Sugar Free Natura 100 gm powder,Sugar Free Natura,1,1,1,f05f9ecc9e5e4b0cbd9ae9f5a7f7247e,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,88522,SUGARPN06A,2021-01-12 15:03:51+00,150.0000,I03751
Coronation Deluxe Standard Hot Water Bag,Coronation Deluxe Standard Hot Water Bag,1,1,1,017757aecc2149aca3dd5aa3fcfddaad,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,160834,CORONBD01A,2021-01-12 15:03:51+00,389.0000,tempcode-9-1-2021_559
Coronation Super Deluxe Standard Hot Water Bag,Coronation Super Deluxe Standard Hot Water Bag,1,1,1,8d4e9ad07e144f498f03870e6fd53943,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,165581,CORONBD05A,2021-01-12 15:03:51+00,389.0000,tempcode-9-1-2021_891
Hairgrow 50 gm (box of 1 gel),Hairgrow,1,1,1,68c2646d7ecd42c7b723f25b09bfaf9d,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,69473,,2021-01-12 15:03:51+00,110.0000,tempcode-9-1-2021_979
Ferglow (strip of 10 tablets),Ferglow,10,10,1,3beea054e5d242d5a0dcfb095c49bd78,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,99362,,2021-01-12 15:03:51+00,3.6880,tempcode-9-1-2021_545
Ferglow 5 mg (strip of 30 tablets),Ferglow,30,30,1,b47c446b4ee64263abf6712951203f2d,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,99420,,2021-01-12 15:03:51+00,1.5930,tempcode-9-1-2021_572
Fair Glow 75 mg (packet of 1 soap),Fair Glow,1,1,1,7f38910fceaa480d89cd97fa6c3fbe88,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,159565,FAIRGSS01A,2021-01-12 15:03:51+00,105.0000,tempcode-9-1-2021_970
Ferglow 200 ML syrup,Ferglow,1,1,1,44965fe1db1e4996839ed87cb9102d24,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,186560,FERGLSN03A,2021-01-12 15:03:51+00,140.1000,tempcode-9-1-2021_130
Dynapar QPS 15 ml spray,Dynapar QPS,1,1,1,722504ac42cc43ac85cc725673e0d3fa,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,167415,DYNAPSM01A,2021-01-12 15:03:51+00,148.5000,tempcode_25-11-2020_283
Celadrin cream,Celadrin ,1,1,1,5e24229541284513a7027785801dbc12,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,60886,CELADCN02A,2021-01-12 15:03:51+00,65.5000,tempcode-9-1-2021_771
Otrivin Adult 10 ml nasal spray,Otrivin Adult,1,1,1,2ea19a3600a344288c17894933673550,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,164387,OTRIVNN02A,2021-01-12 15:03:51+00,107.9900,I07549
Livomin Tabs 30s (strip of 1 tablet),Livomin Tabs 30s,1,1,1,4746165d4dc045d1be859ed6e5c98513,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,71661,,2021-01-12 15:03:51+00,90.0000,tempcode-9-1-2021_1051
Zensoft Maxx 200 ml (box of 1 lotion),Zensoft Maxx,1,1,1,73dc0ae28df44d71994e6d50f220aad5,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,88519,ZENSOLB02A,2021-01-12 15:03:51+00,350.0000,I01050
Vaseline Petroleum 42 GM jelly,Vaseline Petroleum,1,1,1,17167afaa8e04cf390369fdc2cb97d25,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,162457,VASELJB04A,2021-01-12 15:03:51+00,67.0000,tempcode-7-1-2021_38
Vaseline Lip Care Total Moisture 10 GM cream,Vaseline Lip Care Total Moisture,1,1,1,19de331f04bc4e3d9a44a0aa6b756b37,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,162946,VASELBT01A,2021-01-12 15:03:51+00,45.0000,Apr 30th Ord 204
Vaseline Intensive Care Deep Restore 200 ML (bottle of 1 lotion),Vaseline Intensive Care Deep Restore,1,1,1,54c9e187bf654ea0b42f51ec81c3188b,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,166969,VASELLB04A,2021-01-12 15:03:51+00,199.0000,tempcode-9-1-2021_554
Vaseline Healthy White Lightening Body 400 ml (bottle of 1 lotion),Vaseline Healthy White Lightening Body,1,1,1,3dca028e112f4ac5b9d3bd3e69b16d32,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,168657,VASELLB06A,2021-01-12 15:03:51+00,325.0000,tempcode-9-1-2021_375
Vaseline Intensive Care Advanced Repair 400 ML (bottle of 1 lotion),Vaseline Intensive Care Advanced Repair,1,1,1,844ff24011b1458f92ab64499727218c,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,169993,VASELLT03A,2021-01-12 15:03:51+00,375.0000,tempcode-9-1-2021_30
Vaseline Petroleum Jelly 50 GM jelly,Vaseline Petroleum Jelly,1,1,1,dbcd34a752044b209ab4b5357668319a,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,170537,VASELJB02A,2021-01-12 15:03:51+00,72.0000,tempcode-7-1-2021_6
Kevon 2 % / 30 GM cream,Kevon,1,1,1,3497321230c345769047b56b8ec719bf,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,186159,KEVONCT01A,2021-01-12 15:03:51+00,175.0000,tempcode-9-1-2021_955
Sarna 60 gm (bottle of 1 lotion),Sarna,1,1,1,d910c44757214a36aa89a6c4083140b8,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,162588,SARNALN01A,2021-01-12 15:03:51+00,121.0000,tempcode-9-1-2021_419
Thyrofit 100mcg (strip of 30 tablets),Thyrofit,30.0,90,1,2eec806b31bb4c42937913107a179b78,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,12308,THYROTN18A,2021-01-12 15:03:51+00,1.2507,125548
Gelusil Mps Sugarfree Mint 400 ML liquid,Gelusil Mps Sugarfree Mint,1,1,1,ec34fac445ac41a9a5a1d2a7eca4e771,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,185579,GELUSSB01A,2021-01-12 15:03:51+00,174.0000,tempcode_19_11_2020_am03
Udgrace 300 mg (strip of 10 tablets),Udgrace,10,10,1,540a1007df494295abec526b26115e71,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,154741,UDGRATS01A,2021-01-12 15:03:51+00,36.0000,tempcode-9-1-2021_584
Ultra D3 (strip of 48 tablets),Ultra D3,48,48,1,21dfc36f96b2430a81aab996546d2b64,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,143712,ULTRATS18A,2021-01-12 15:03:51+00,3.5625,March 2nd Ord  28
Waxolve 10 ml drops,Waxolve,10 ml,1,1,31f88e1ebc5c4b509a8a6c8cdcb04722,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,74476,WAXOLEN01A,2021-01-12 15:03:51+00,87.6800,tempcode-9-1-2021_389
Waxrim 10 ml (box of 1 ear drops),Waxrim,1,1,1,51484d6986224132aca8264e443bcf64,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,90903,,2021-01-12 15:03:51+00,52.5000,tempcode-9-1-2021_416
Waxo 10 ml (box of 1 ear drops),Waxo,1,1,1,25ca9aec7a5247b7b8d450c92d9fe941,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,100071,,2021-01-12 15:03:51+00,33.3500,tempcode-9-1-2021_905
Waxiklin 10 ml (box of 1 ear drops),Waxiklin,1,1,1,95b482329e1744aa9bf3cc512758356d,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,101262,WAXIKEN01A,2021-01-12 15:03:51+00,91.0000,tempcode-9-1-2021_466
Waxonil Kid 10 ml (box of 1 ear drops),Waxonil Kid,1,1,1,fcdb54ef560d4315bc539ed20d839332,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,102027,WAXONEB01A,2021-01-12 15:03:51+00,92.9000,I01250
Waxonil (box of 1 ear drops),Waxonil,1,1,1,d43233f0813c4e5ba1cc70d2fb65ab6e,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,107355,WAXONEN01A,2021-01-12 15:03:51+00,90.0000,tempcode-9-1-2021_449
Waxrid 10 ML (bottle of 1 eye drops),Waxrid,1,1,1,c5f98d4aca90479c8635eb70848b1b16,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,179221,WAXRIEN01A,2021-01-12 15:03:51+00,61.9800,tempcode-9-1-2021_539
Diacon M (strip of 10 tablets),Diacon M,10.0,10,1,c4396e0ae1fd41b5ba74e4df76898109,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,78969,DIACOTN09A,2021-01-12 15:03:51+00,1.2000,63049
Elso 5 mg (strip of 10 tablets),Elso,10,10,1,1ebcb10ddb694cd4a55d3d1e31443411,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,34935,,2021-01-12 15:03:51+00,4.8600,tempcode-9-1-2021_83
Eslot 5 MG (strip of 10 tablets),Eslot,10,10,1,de2788ab76c4474d8cef4dafb51fa292,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,183407,ESLOTTN02A,2021-01-12 15:03:51+00,5.1250,tempcode-9-1-2021_582
Shyn On 100 ml shampoo,Shyn On,1,1,1,6db176340442424f864b2bd4dae7e1fd,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,112173,SHYNOSB01A,2021-01-12 15:03:51+00,249.0000,I00859
Zavamet 500 MG / 50 MG (strip of 10 tablets),Zavamet,10,10,1,6aac7f330b824c478c8f50796a8538e1,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,185176,ZAVAMTS02A,2021-01-12 15:03:51+00,8.5000,I06489
Ulpan 40 mg (strip of 10 tablets),Ulpan,10.0,30,1,ce3dcab975624701b057b8e4666bdfcf,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,4124,ULPANTN01A,2021-01-12 15:03:51+00,7.3930,I01626
Lablol (strip of 10 tablets),Lablol,10,10,1,b68977b91cbc483abf9263eb2d426550,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,102917,LABLOTN01A,2021-01-12 15:03:51+00,14.1000,tempcode-9-1-2021_284
Doux Ultra Moisturizing Bar 125 gm (packet of 1 soap),Doux Ultra Moisturizing Bar,1,1,1,8601827f6da8453b9a39d1ff3b23722b,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,155633,DOUXZSS02A,2021-01-12 15:03:51+00,170.3100,tempcode_30_06_2020_Pm33
Ky Jelly 20 gm (box of 1 gel),Ky Jelly,1,1,1,7be7113c807d4fe389716eed3ed1d017,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,89594,,2021-01-12 15:03:51+00,286.0000,tempcode-9-1-2021_792
Lubic Jelly 50 GM (tube of 1 gel),Lubic Jelly,1,1,1,86c122ab39464b3ca7458a2928256733,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,162535,LUBICGN03A,2021-01-12 15:03:51+00,236.0000,150451
Acutrol C 400 mg (strip of 15 tablets),Acutrol C,15,30,1,4dcabe9d9e8d48f7b7d709f62ed9387d,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,103370,ACUTRTN03A,2021-01-12 15:03:51+00,10.8000,tempcode-9-1-2021_495
Telephone Sat Isabgol 100 gm powder,Telephone Sat Isabgol,1,1,1,43618026e4114ce6a6b3bb3036950c58,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,163590,SATISPN02A,2021-01-12 15:03:51+00,105.0000,tempcode_02_04_2020_pm98
Endovas (box of 1 sachet),Endovas,1,10,1,c8a6668e392a4baf8b569797297bd68b,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,86425,ENDOVPS03A,2021-01-12 15:03:51+00,46.0000,Apr 30th Ord 84
Flucin Skin 15 gm cream,Flucin Skin,15 g,1,1,dcb07255b30443199c665c628dcc440a,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,42404,,2021-01-12 15:03:51+00,35.6000,tempcode-9-1-2021_747
Flucos 60 ml (box of 1 lotion),Flucos,1,1,1,220f728ad1ee45e9a1f3dbbdd0c2f8d6,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,111991,FLUCOLN06A,2021-01-12 15:03:51+00,186.0600,tempcode-9-1-2021_720
Alfresh 0.50 mg (strip of 10 tablets),Alfresh,10,10,1,7d8169c96170442a884ff638b657b61e,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,20388,,2021-01-12 15:03:51+00,1.5000,tempcode-9-1-2021_1010
Calosoft 50 ml (box of 1 lotion),Calosoft,1,1,1,d106a7cd08a84ab0becd6bfa72e687fc,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,53800,CALOSLB02A,2021-01-12 15:03:51+00,95.0000,tempcode-9-1-2021_300
Calosoft 100 ml (box of 1 lotion),Calosoft,1,1,1,a7d4d72e32444a519601a7e48aae305e,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,87516,,2021-01-12 15:03:51+00,185.0000,tempcode-9-1-2021_776
Betacap 20 mg (strip of 10 tablets),Betacap,10,10,1,9015b47fe97b4bc7b39c99e1288c9250,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,32688,BETACTN04A,2021-01-12 15:03:51+00,3.0000,165010
Glimstin M1 (strip of 10 tablets),Glimstin M1,10,10,1,357cb9e11cf2469797275c3703f8d64e,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,122410,GLIMSTS05A,2021-01-12 15:03:51+00,6.0000,tempcode-25-02-20-pm20
Glimstin M 1 (strip of 15 tablets),Glimstin M 1,15,30,1,3eee1fa1abe640f0b34893d866121a88,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,151289,GLIMSTS24A,2021-01-12 15:03:51+00,6.3333,162160
Mimod 25 mg (strip of 10 tablets),Mimod,10,10,1,11371669043e4832bebbd5c1adee341a,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,182235,MIMODTS01A,2021-01-12 15:03:51+00,23.6000,I04020
Redimard 25 MG (strip of 10 tablets),Redimard,10,10,1,8dc0a4141777419c94af75553a0d0bc9,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,185133,REDIMTS02A,2021-01-12 15:03:51+00,22.5000,tempcode-9-1-2021_427
Figaro Olive 100 ML (bottle of 1 oil),Figaro Olive,1,1,1,6a6e6ab0558640b693be3af80b3ea35a,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,166154,FIGAROB03A,2021-01-12 15:03:51+00,160.0000,tempcode-9-1-2021_160
Glychek M (strip of 10 tablets),Glychek M,10,10,1,2f0c364986484ca88750be45aa37421a,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,148671,GLYCHTN03A,2021-01-12 15:03:51+00,5.3600,tempcode-9-1-2021_632
Fabolite 300 GM powder,Fabolite,1,1,1,602aa214df5b43fabe4e8c254e877211,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,185651,FABOLPN02A,2021-01-12 15:03:51+00,329.7000,tempcode_30_11_2020_am32
Ln Met 10/50 (strip of 10 tablets),Ln Met 10/50,10,10,1,2e624b1689e74b8a82ba530e98122690,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,101772,LNMETTS02A,2021-01-12 15:03:51+00,12.7050,tempcode_04_07_2020_pm24
Sompraz 20 mg (strip of 10 tablets),Sompraz,10,10,1,a7b60ce3b9224d6a8e0079f00f1b1bff,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,26394,SOMPRTS02A,2021-01-12 15:03:51+00,4.7000,tempcode-9-1-2021_942
Sompraz 40 mg (strip of 10 tablets),Sompraz,10,10,1,bbb5e73d8b30423aaf3e9c5d9ed47555,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,26535,SOMPRTS01A,2021-01-12 15:03:51+00,6.6000,tempcode-9-1-2021_1012
Crocin Pain Relief 650/50 mg (strip of 10 tablets),Crocin Pain Relief,10,10,1,9ba329d54c4f4f00b274550223f74f07,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,161535,CROCITS10A,2021-01-12 15:03:51+00,2.6870,tempcode-9-1-2021_927
Chicco Disinfectant Multipurpose 500 ML,Chicco Disinfectant Multipurpose,1,1,1,f60acd997dc847cd9e4ba573bed12059,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,176062,CHICCLB07A,2021-01-12 15:03:51+00,279.0000,tempcode-9-1-2021_1025
Evog 0.3 mg (strip of 10 tablets),Evog,10,10,1,2f8e3baaba6a4e3a85385be67ab51377,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,98711,EVOGZTS02A,2021-01-12 15:03:51+00,9.0000,Feb 26th Ord 120
Mee Mee Wet Wipes 72 72 baby wipes (pack of 72),Mee Mee Wet Wipes 72,72,72,1,2ed2bfcf2f6e4d3c9133ec115c5a4595,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,150563,MEEMEWP10A,2021-01-12 15:03:51+00,1.3750,June 4t Ord 20
Somazina 500 mg (strip of 10 tablets),Somazina,10,20,1,8769fd01bb6f440b8e23ecb6d946275b,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,57897,SOMAZTN05A,2021-01-12 15:03:51+00,62.1500,145159
Sambeta M (strip of 10 tablets),Sambeta M,10,10,1,ff57bb1799c945bca76898e878de1362,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,91911,SAMBETS01A,2021-01-12 15:03:51+00,3.0000,Feb 26th Ord 504
Boroline Antiseptic Cream 20gm cream,Boroline Antiseptic Cream,1,1,1,102ed5499eb74d17a4e82d0f685b275c,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,148730,BOROLCT03A,2021-01-12 15:03:51+00,38.0000,tempcode_02_04_2020_pm102
Tulip Cotton Swabs ear buds (pack of 600),Tulip Cotton Swabs,600,600,1,5a792075e82c470eb4250a1f5f439307,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,176215,,2021-01-12 15:03:51+00,0.1650,tempcode-7-1-2021_22
Liveasy Essentials Cotton Buds ear buds (pack of 100),Liveasy Essentials Cotton Buds,100,100,1,b5c2c51589084b03bcb8b1566952a7db,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,186982,LIVEABB01A,2021-01-12 15:03:51+00,0.5500,I08414
Eucee 500 MG (strip of 15 chewable tablets),Eucee,15,15,1,a4231c1c8fb540679611fe94a98c070f,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,184999,EUCEECS01A,2021-01-12 15:03:51+00,4.6667,tempcode-9-1-2021_354
Vomilast (strip of 10 tablets),Vomilast ,10,100,1,bdf371f362d34b019aacb89388ba74d7,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,49730,VOMILTN01A,2021-01-12 15:03:51+00,5.0000,9006
Dettol Orginal Handwash Refill 750 ml liquid,Dettol Orginal Handwash Refill,1,1,1,32dea2e28af64b92ae8d8ad5fcee1a0f,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,111845,DETTOLR09A,2021-01-12 15:03:51+00,109.0000,tempcode-9-1-2021_654
Dettol Instant Hand Sanitizer 50 ml solution,Dettol Instant Hand Sanitizer,1,1,1,14949422085e4de9b710129dd873fcff,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,123084,DETTOLB01A,2021-01-12 15:03:51+00,82.0000,tempcode_20_03_2020_am71
Dettol Hand Wash Original 900 ml liquid,Dettol Hand Wash Original,1,1,1,bcda81aaa9614a48b720ae1e781ed7ca,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,172253,DETTOLB23A,2021-01-12 15:03:51+00,149.0000,tempcode_21_03_2020_am57
Nefrosave Forte 300 mg (strip of 10 tablets),Nefrosave Forte,10,10,1,2e1646b8d6184bab87286cb07828ffeb,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,62676,NEFROTN02A,2021-01-12 15:03:51+00,18.0000,tempcode_04_06_2020_am12
Tropan 5 mg (strip of 10 tablets),Tropan,10.0,40,1,dd24afc9c4b04904bfb15610a38120a8,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,2091,TROPATN03A,2021-01-12 15:03:51+00,15.0000,166052
Tropan XL 10 mg (strip of 10 tablets),Tropan XL,10,10,1,1cb4ccd3413f43c1b59af607f79b4575,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,2099,,2021-01-12 15:03:51+00,14.9000,tempcode-9-1-2021_45
Ocumoist 10 ml drops,Ocumoist,1.0,1,1,0f92494884614ca38a3665b664f49b6d,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,67246,,2021-01-12 15:03:51+00,107.0000,tempcode-9-1-2021_872
Fomira 10ml (bottle of 1 eye drops),Fomira,1,1,1,0c75ca2b214c47309c98d3e83b4a25a8,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,147900,FOMIREB01A,2021-01-12 15:03:51+00,357.5000,I03995
Foug Eye Drop 0.4% w/v + 0.3% w/v (bottle of 1 eye drops),Foug Eye Drop,1,1,1,4cc807cee00f40d3bfc1f31adc28b54f,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,148883,FOUGZEB01A,2021-01-12 15:03:51+00,199.9001,tempcode-9-1-2021_731
Infactol 10 ml (bottle of 1 eye drops),Infactol,1,1,1,a2f8e0691e3b40289f46995eceb08a68,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,155474,INFACEB01A,2021-01-12 15:03:51+00,91.0000,tempcode-9-1-2021_973
Devomoist 10 ml (bottle of 1 eye drops),Devomoist,1,1,1,82e997d938d741ef962bbffcf0277cea,MAHAVEER MEDI-SALES PVT. LTD.,162202,1647953,158636,DEVOMEB01A,2021-01-12 15:03:51+00,217.0000,tempcode-9-1-2021_477
